ID,Nome,Idade,Gênero,Estado,Departamento,Salário,Data_Contratação,Produto,Vendas_Mensais
321,Sofia,31,M,BA,TI,"R$ 2.735,74",2023-04-16,Produto D,151
322,Laura,33,F,PE,TI,"R$ 12.932,05",2020-10-12,Produto A,180
323,Bruno,45,M,PR,Marketing,"R$ 9.631,70",2015-06-12,Produto D,241
324,Natália,29,M,GO,TI,"R$ 3.975,60",2024-06-30,Produto D,199
325,Quésia,30,F,SP,TI,"R$ 5.473,92",2020-09-19,Produto C,123
326,Igor,29,F,RJ,Financeiro,"R$ 2.694,72",2022-08-09,Produto A,147
327,Helena,40,M,BA,Financeiro,"R$ 11.001,08",2021-10-20,Produto D,249
328,Quésia,21,M,ES,Comercial,"R$ 4.105,55",2015-07-10,Produto A,83
329,Tiago,26,F,SP,Comercial,"R$ 13.813,61",2023-08-27,Produto C,91
330,Julia,22,M,BA,Financeiro,"R$ 14.129,31",2016-05-20,Produto D,38
331,Fernanda,20,M,SC,TI,"R$ 12.940,11",2015-12-18,Produto A,72
332,Eduardo,48,M,SP,Financeiro,"R$ 3.030,29",2017-07-07,Produto C,17
333,Helena,50,M,RJ,TI,"R$ 3.969,93",2023-06-01,Produto A,16
334,Tiago,38,F,SP,RH,"R$ 7.372,11",2019-05-09,Produto A,257
335,Natália,44,F,BA,RH,"R$ 7.474,08",2016-09-03,Produto B,208
336,Natália,56,F,RS,Comercial,"R$ 6.878,34",2018-08-14,Produto C,131
337,Daniela,65,F,MG,Operações,"R$ 13.517,46",2015-07-29,Produto A,140
338,Ricardo,18,F,RJ,TI,"R$ 9.346,77",2022-04-02,Produto A,82
339,Otávio,22,M,RJ,Marketing,"R$ 2.150,04",2018-01-03,Produto A,187
340,Bruno,65,F,GO,TI,"R$ 5.622,40",2015-01-22,Produto A,122
341,Carlos,62,F,RJ,Operações,"R$ 9.987,80",2019-11-20,Produto D,213
342,Kaique,54,M,BA,Comercial,"R$ 14.858,71",2023-07-25,Produto B,63
343,Igor,33,F,SC,Financeiro,"R$ 14.009,46",2016-02-01,Produto C,273
344,Ricardo,22,F,BA,Comercial,"R$ 9.511,26",2019-09-08,Produto D,201
345,Marcos,42,F,RS,TI,"R$ 6.544,02",2023-05-19,Produto D,56
346,Sofia,46,F,GO,Operações,"R$ 7.712,11",2020-06-20,Produto B,179
347,Helena,29,F,RS,TI,"R$ 10.380,85",2016-05-28,Produto B,159
348,Julia,40,F,GO,Comercial,"R$ 14.057,41",2022-03-31,Produto B,240
349,Marcos,46,F,RJ,Marketing,"R$ 8.355,17",2018-12-09,Produto B,113
350,Ana,21,F,SP,TI,"R$ 2.361,45",2015-01-20,Produto B,272
351,Kaique,55,M,SC,RH,"R$ 5.304,67",2020-06-01,Produto C,282
352,Helena,52,F,BA,RH,"R$ 3.348,70",2019-12-24,Produto B,276
353,Laura,46,M,MG,Operações,"R$ 10.389,75",2023-01-13,Produto A,214
354,Marcos,39,M,SP,Operações,"R$ 8.707,82",2023-05-03,Produto A,126
355,Marcos,52,F,MG,RH,"R$ 3.072,75",2021-03-19,Produto C,113
356,Gabriel,52,F,BA,RH,"R$ 4.873,23",2016-12-03,Produto D,155
357,Bruno,40,M,RJ,Marketing,"R$ 5.124,87",2023-10-02,Produto C,216
358,Sofia,19,F,PE,Financeiro,"R$ 9.770,48",2024-09-15,Produto B,227
359,Gabriel,41,F,ES,Marketing,"R$ 4.510,21",2022-06-18,Produto C,146
360,Eduardo,36,F,PR,TI,"R$ 9.822,33",2021-06-15,Produto D,235
361,Marcos,57,F,SC,RH,"R$ 6.040,91",2022-01-26,Produto C,277
362,Igor,41,M,PR,Operações,"R$ 2.047,85",2021-05-18,Produto A,216
363,Helena,18,F,BA,TI,"R$ 6.734,24",2020-06-30,Produto A,297
364,Ana,45,F,SC,TI,"R$ 10.616,91",2023-12-17,Produto A,98
365,Carlos,47,F,MG,Marketing,"R$ 10.649,22",2021-11-04,Produto D,239
366,Paula,53,M,GO,RH,"R$ 5.966,99",2023-11-06,Produto C,25
367,Kaique,60,M,SC,Operações,"R$ 11.512,41",2021-10-02,Produto B,34
368,Quésia,19,M,ES,TI,"R$ 9.423,16",2015-03-10,Produto B,228
369,Otávio,25,F,GO,Marketing,"R$ 7.723,08",2024-09-06,Produto D,99
370,Igor,24,M,SC,RH,"R$ 2.544,50",2015-07-16,Produto D,286
371,Laura,26,M,ES,RH,"R$ 13.222,68",2020-04-12,Produto C,104
372,Ana,59,F,SC,Financeiro,"R$ 13.871,68",2024-10-22,Produto C,230
373,Tiago,58,M,BA,Marketing,"R$ 4.367,21",2015-01-25,Produto D,94
374,Bruno,21,F,PR,TI,"R$ 4.456,66",2021-12-26,Produto D,197
375,Ana,30,M,PR,Marketing,"R$ 9.987,32",2016-11-06,Produto B,262
376,Fernanda,29,F,RJ,Comercial,"R$ 4.198,19",2022-08-01,Produto D,74
377,Julia,31,F,RS,Marketing,"R$ 6.459,54",2015-04-23,Produto B,280
378,Bruno,19,M,BA,RH,"R$ 9.360,56",2016-12-09,Produto D,105
379,Otávio,21,M,RJ,TI,"R$ 8.795,67",2015-12-03,Produto A,145
380,Otávio,62,F,ES,Marketing,"R$ 12.145,23",2020-10-08,Produto A,288
381,Natália,45,F,ES,Comercial,"R$ 4.202,29",2018-06-18,Produto A,19
382,Sofia,19,M,PE,Marketing,"R$ 14.837,58",2018-05-04,Produto B,180
383,Marcos,48,F,RS,Marketing,"R$ 12.204,04",2019-10-28,Produto D,267
384,Helena,41,F,RS,Comercial,"R$ 14.566,14",2018-05-19,Produto A,30
385,Ricardo,38,M,PR,Marketing,"R$ 14.261,75",2022-11-07,Produto B,148
386,Natália,22,M,RJ,Comercial,"R$ 14.292,07",2018-01-29,Produto B,203
387,Sofia,53,F,SP,Financeiro,"R$ 4.988,01",2022-06-02,Produto D,94
388,Paula,23,F,GO,Comercial,"R$ 13.546,84",2022-06-24,Produto C,292
389,Helena,40,M,SC,Operações,"R$ 13.410,71",2018-06-01,Produto C,135
390,Sofia,56,F,MG,Comercial,"R$ 5.440,58",2024-10-31,Produto B,95
391,Julia,20,F,ES,Financeiro,"R$ 8.011,23",2024-12-12,Produto A,84
392,Helena,57,F,SP,Marketing,"R$ 8.964,63",2018-04-04,Produto A,10
393,Tiago,33,M,BA,Comercial,"R$ 10.689,77",2016-03-18,Produto C,15
394,Helena,53,F,MG,Comercial,"R$ 4.690,55",2019-12-26,Produto C,145
395,Natália,44,M,BA,RH,"R$ 5.637,34",2022-03-24,Produto D,135
396,Natália,43,M,RJ,Marketing,"R$ 13.538,70",2020-09-12,Produto C,156
397,Daniela,32,M,PR,Comercial,"R$ 8.074,78",2023-01-06,Produto A,219
398,Julia,21,F,SP,Financeiro,"R$ 11.169,62",2016-01-09,Produto D,43
399,Paula,42,M,PR,Marketing,"R$ 12.122,32",2021-08-24,Produto A,185
400,Gabriel,45,F,SP,RH,"R$ 10.817,40",2019-07-29,Produto B,257
401,Carlos,26,F,PE,RH,"R$ 2.232,29",2020-01-10,Produto B,28
402,Daniela,64,M,ES,RH,"R$ 3.141,14",2019-09-15,Produto B,242
403,Eduardo,33,F,SP,Comercial,"R$ 6.140,14",2019-06-09,Produto A,242
404,Fernanda,53,M,MG,Operações,"R$ 13.449,52",2016-09-15,Produto B,30
405,Daniela,61,M,SC,Operações,"R$ 6.926,32",2020-01-24,Produto B,139
406,Ricardo,31,M,BA,RH,"R$ 7.453,28",2024-09-16,Produto A,184
407,Natália,39,M,PE,Comercial,"R$ 6.024,45",2018-12-06,Produto B,3
408,Bruno,18,F,GO,Marketing,"R$ 5.123,62",2021-02-25,Produto A,188
409,Marcos,40,M,SP,Comercial,"R$ 11.764,10",2015-07-29,Produto A,32
410,Daniela,43,M,GO,Operações,"R$ 6.011,04",2018-06-27,Produto D,204
411,Ana,63,F,BA,RH,"R$ 11.332,76",2022-07-15,Produto A,177
412,Ana,47,F,ES,RH,"R$ 12.299,59",2023-07-04,Produto A,1
413,Ricardo,48,M,SP,Marketing,"R$ 9.615,36",2020-05-17,Produto A,163
414,Eduardo,33,F,RJ,RH,"R$ 14.418,98",2018-03-14,Produto D,15
415,Eduardo,20,F,SC,Comercial,"R$ 13.993,52",2015-09-11,Produto A,104
416,Igor,26,M,BA,Operações,"R$ 12.157,50",2015-02-13,Produto D,243
417,Helena,20,M,SC,TI,"R$ 2.222,91",2017-04-20,Produto D,124
418,Ana,43,M,ES,Marketing,"R$ 2.281,04",2021-10-19,Produto B,134
419,Sofia,60,F,ES,TI,"R$ 12.590,58",2023-12-17,Produto D,132
420,Tiago,50,F,ES,Operações,"R$ 5.970,48",2020-10-29,Produto D,225
421,Helena,48,M,MG,Marketing,"R$ 8.092,50",2020-06-27,Produto D,28
422,Marcos,29,F,PE,Financeiro,"R$ 13.968,46",2022-05-21,Produto B,274
423,Fernanda,39,M,ES,Financeiro,"R$ 3.885,37",2023-10-11,Produto D,139
424,Gabriel,38,M,RJ,Comercial,"R$ 12.756,51",2024-05-15,Produto A,211
425,Fernanda,60,F,GO,RH,"R$ 11.636,14",2016-06-18,Produto D,3
426,Fernanda,50,M,MG,Marketing,"R$ 10.570,98",2017-05-31,Produto D,286
427,Quésia,35,M,GO,Marketing,"R$ 8.360,56",2024-05-17,Produto A,42
428,Quésia,19,F,BA,Financeiro,"R$ 13.834,63",2022-10-05,Produto A,119
429,Fernanda,33,F,BA,Operações,"R$ 12.684,44",2020-07-11,Produto C,292
430,Marcos,23,F,RS,Financeiro,"R$ 8.586,41",2018-09-29,Produto B,150
431,Kaique,38,M,SP,Financeiro,"R$ 7.428,42",2015-08-04,Produto C,201
432,Otávio,35,F,ES,RH,"R$ 9.563,68",2023-06-08,Produto B,167
433,Helena,60,F,RS,TI,"R$ 6.009,71",2019-03-14,Produto B,142
434,Igor,29,M,SP,RH,"R$ 14.839,43",2020-04-28,Produto B,82
435,Julia,26,M,MG,Financeiro,"R$ 13.603,23",2024-06-09,Produto C,26
436,Eduardo,42,F,PR,RH,"R$ 12.678,45",2019-07-07,Produto B,120
437,Fernanda,18,M,SP,Comercial,"R$ 12.419,49",2015-01-26,Produto B,45
438,Natália,24,F,SP,TI,"R$ 11.191,37",2017-02-12,Produto C,7
439,Daniela,64,F,BA,TI,"R$ 3.543,89",2022-06-27,Produto C,76
440,Kaique,50,M,PE,Comercial,"R$ 12.646,47",2017-07-08,Produto B,207
441,Gabriel,30,F,SP,Marketing,"R$ 4.527,04",2022-01-22,Produto B,170
442,Quésia,50,F,PE,Financeiro,"R$ 2.237,77",2015-04-13,Produto B,251
443,Fernanda,30,M,PE,Operações,"R$ 6.432,63",2017-01-15,Produto D,34
444,Igor,61,F,SP,TI,"R$ 11.156,24",2020-09-19,Produto B,124
445,Laura,49,M,SC,Marketing,"R$ 4.559,55",2015-02-21,Produto D,256
446,Laura,57,M,RJ,TI,"R$ 10.432,03",2021-04-25,Produto C,218
447,Fernanda,35,F,ES,Operações,"R$ 3.166,40",2022-11-22,Produto B,14
448,Natália,55,M,RS,Comercial,"R$ 4.419,70",2020-03-15,Produto C,290
449,Eduardo,65,F,RS,Comercial,"R$ 2.404,60",2024-05-04,Produto A,40
450,Fernanda,60,M,PE,Marketing,"R$ 10.650,87",2017-11-16,Produto B,236
451,Julia,52,M,SP,Financeiro,"R$ 11.358,03",2016-06-28,Produto C,255
452,Eduardo,36,M,RJ,TI,"R$ 7.464,43",2024-10-15,Produto A,127
453,Otávio,29,F,BA,RH,"R$ 13.097,25",2021-12-26,Produto A,293
454,Laura,51,M,BA,TI,"R$ 9.571,52",2018-06-24,Produto C,113
455,Daniela,56,F,MG,Marketing,"R$ 8.005,02",2018-09-11,Produto B,268
456,Marcos,60,M,RJ,Operações,"R$ 9.194,04",2022-09-23,Produto D,294
457,Otávio,55,F,RS,RH,"R$ 7.936,12",2022-08-10,Produto D,72
458,Ana,38,F,BA,Financeiro,"R$ 6.625,30",2024-10-14,Produto B,41
459,Eduardo,40,M,RJ,Financeiro,"R$ 12.424,90",2020-12-01,Produto A,110
460,Daniela,53,F,ES,RH,"R$ 8.748,50",2018-05-27,Produto D,229
461,Quésia,35,M,MG,TI,"R$ 9.008,26",2022-03-12,Produto C,83
462,Quésia,54,F,RS,Comercial,"R$ 4.888,27",2021-11-20,Produto B,72
463,Kaique,57,F,SP,Marketing,"R$ 12.349,91",2024-02-13,Produto D,283
464,Ana,20,F,PE,Operações,"R$ 14.655,31",2018-09-19,Produto C,73
465,Ana,29,F,PE,TI,"R$ 3.507,07",2023-05-26,Produto B,45
466,Gabriel,34,M,PE,Operações,"R$ 3.852,08",2016-06-06,Produto D,279
467,Kaique,25,F,RS,Financeiro,"R$ 9.684,47",2019-08-22,Produto D,170
468,Sofia,59,F,RS,Financeiro,"R$ 5.327,25",2018-01-06,Produto A,51
469,Laura,20,F,BA,Financeiro,"R$ 14.875,22",2016-12-05,Produto A,86
470,Quésia,50,F,SC,Operações,"R$ 5.668,58",2019-07-06,Produto C,117
471,Igor,30,M,RJ,Financeiro,"R$ 6.040,48",2017-03-06,Produto B,156
472,Carlos,56,M,SC,Operações,"R$ 6.561,72",2020-09-17,Produto B,256
473,Julia,47,F,SP,Comercial,"R$ 13.545,20",2016-10-20,Produto C,70
474,Helena,58,M,BA,Marketing,"R$ 10.245,47",2017-07-01,Produto C,276
475,Quésia,38,F,SC,Marketing,"R$ 5.627,32",2020-10-19,Produto C,98
476,Kaique,37,F,GO,Marketing,"R$ 14.994,68",2018-01-06,Produto B,228
477,Quésia,59,F,PR,Marketing,"R$ 7.033,35",2018-12-07,Produto C,199
478,Fernanda,21,M,SC,Financeiro,"R$ 2.827,23",2020-02-19,Produto A,105
479,Gabriel,41,F,ES,RH,"R$ 13.092,47",2019-08-22,Produto D,12
480,Carlos,62,F,RS,Marketing,"R$ 14.271,38",2024-08-14,Produto C,232
481,Tiago,43,F,RJ,Financeiro,"R$ 7.178,45",2016-06-01,Produto D,198
482,Quésia,40,M,SP,Marketing,"R$ 11.501,53",2016-11-06,Produto A,152
483,Laura,30,M,RS,TI,"R$ 3.704,43",2021-02-03,Produto D,118
484,Fernanda,25,M,PE,TI,"R$ 6.081,12",2018-03-05,Produto C,12
485,Otávio,37,F,ES,Operações,"R$ 11.748,32",2022-08-22,Produto B,271
486,Gabriel,40,F,GO,RH,"R$ 11.063,93",2015-02-16,Produto B,296
487,Paula,32,M,RJ,Comercial,"R$ 14.660,69",2021-02-18,Produto A,219
488,Daniela,34,M,SC,Operações,"R$ 11.137,40",2021-01-12,Produto C,15
489,Helena,47,M,RJ,Comercial,"R$ 10.049,54",2024-11-30,Produto A,186
490,Bruno,53,F,PR,Marketing,"R$ 14.244,38",2017-10-22,Produto B,147
491,Tiago,48,F,SC,Marketing,"R$ 13.528,28",2019-05-22,Produto D,233
492,Otávio,39,F,GO,Operações,"R$ 7.643,31",2016-09-12,Produto B,181
493,Gabriel,52,F,SP,TI,"R$ 14.238,83",2015-03-27,Produto B,33
494,Helena,59,M,SP,Marketing,"R$ 9.034,14",2024-09-03,Produto D,36
495,Paula,29,F,PE,Financeiro,"R$ 7.224,18",2021-09-14,Produto A,174
496,Otávio,22,M,SP,TI,"R$ 2.628,81",2024-09-24,Produto A,165
497,Otávio,58,M,SP,Marketing,"R$ 6.449,22",2020-09-07,Produto A,161
498,Laura,47,F,PE,Operações,"R$ 2.111,99",2020-02-13,Produto B,134
499,Quésia,51,M,RJ,RH,"R$ 8.282,10",2018-01-02,Produto D,201
500,Helena,23,F,BA,Financeiro,"R$ 5.775,64",2020-12-15,Produto B,132
501,Daniela,58,M,GO,TI,"R$ 14.282,15",2021-12-28,Produto D,179
502,Carlos,30,M,RJ,Marketing,"R$ 12.105,43",2022-05-31,Produto A,151
503,Marcos,53,F,ES,Comercial,"R$ 9.153,49",2015-11-07,Produto B,178
504,Ricardo,43,F,BA,Comercial,"R$ 13.785,23",2021-08-28,Produto C,246
505,Laura,54,M,ES,Marketing,"R$ 11.232,49",2022-10-04,Produto D,130
506,Carlos,32,F,RS,Comercial,"R$ 3.261,97",2016-12-24,Produto C,191
507,Igor,65,M,GO,Operações,"R$ 6.053,64",2020-12-16,Produto B,27
508,Natália,26,F,GO,RH,"R$ 5.663,02",2023-05-08,Produto A,197
509,Quésia,32,F,ES,Operações,"R$ 7.587,16",2024-12-24,Produto B,263
510,Sofia,52,M,BA,TI,"R$ 11.736,52",2017-12-26,Produto A,76
511,Bruno,44,F,RJ,Marketing,"R$ 13.733,98",2023-10-06,Produto B,300
512,Helena,28,F,PR,Financeiro,"R$ 3.000,09",2018-11-23,Produto A,145
513,Quésia,36,F,RS,Comercial,"R$ 12.596,84",2020-02-05,Produto D,115
514,Laura,26,M,PR,RH,"R$ 10.076,27",2018-03-07,Produto C,29
515,Tiago,50,F,SP,Marketing,"R$ 2.686,75",2018-10-21,Produto C,266
516,Daniela,33,F,SP,RH,"R$ 13.104,61",2024-01-06,Produto D,65
517,Laura,45,M,SC,Financeiro,"R$ 8.188,10",2015-06-08,Produto B,169
518,Julia,22,M,BA,Marketing,"R$ 12.729,21",2024-10-04,Produto C,173
519,Quésia,25,F,GO,Comercial,"R$ 13.183,91",2016-02-16,Produto A,267
520,Daniela,21,M,BA,Financeiro,"R$ 2.332,22",2023-02-06,Produto D,155
521,Carlos,58,M,MG,Comercial,"R$ 12.701,94",2022-11-01,Produto A,40
522,Sofia,51,F,ES,Comercial,"R$ 6.806,70",2024-08-01,Produto C,295
523,Natália,43,F,GO,TI,"R$ 12.621,05",2020-06-17,Produto B,235
524,Daniela,25,M,SC,Comercial,"R$ 6.422,29",2016-07-08,Produto A,280
525,Tiago,60,F,PR,Operações,"R$ 7.537,55",2016-01-24,Produto A,200
526,Kaique,49,M,RS,RH,"R$ 10.918,54",2020-08-01,Produto C,79
527,Eduardo,51,M,PR,Financeiro,"R$ 7.513,67",2021-01-08,Produto D,228
528,Helena,65,F,SP,TI,"R$ 9.345,45",2023-12-16,Produto C,152
529,Daniela,18,F,BA,Marketing,"R$ 13.761,53",2021-03-23,Produto A,193
530,Paula,55,M,RJ,Comercial,"R$ 5.377,41",2015-07-08,Produto D,215
531,Julia,59,F,ES,Marketing,"R$ 2.357,91",2024-08-25,Produto D,13
532,Eduardo,53,M,RJ,Operações,"R$ 12.531,86",2020-07-06,Produto C,247
533,Paula,64,F,RS,Operações,"R$ 13.012,66",2020-03-21,Produto C,231
534,Eduardo,51,F,SP,Operações,"R$ 5.978,74",2015-06-14,Produto C,219
535,Ana,20,F,MG,TI,"R$ 8.282,70",2018-03-05,Produto C,246
536,Gabriel,56,F,RS,TI,"R$ 5.983,88",2017-12-30,Produto A,193
537,Eduardo,20,M,SC,Financeiro,"R$ 2.865,81",2021-02-12,Produto A,87
538,Sofia,54,M,PR,Comercial,"R$ 6.129,53",2016-07-20,Produto A,238
539,Ana,30,M,PR,Operações,"R$ 9.210,01",2021-02-20,Produto B,261
540,Julia,39,F,BA,TI,"R$ 14.405,28",2023-04-23,Produto A,116
541,Marcos,20,F,MG,Financeiro,"R$ 2.873,11",2015-08-03,Produto B,242
542,Laura,49,M,RJ,Operações,"R$ 11.048,75",2015-10-30,Produto A,130
543,Daniela,40,M,RJ,Comercial,"R$ 13.093,69",2020-10-06,Produto C,205
544,Eduardo,36,M,ES,RH,"R$ 5.152,90",2017-08-18,Produto A,12
545,Tiago,57,F,RS,Comercial,"R$ 12.138,21",2024-11-05,Produto B,107
546,Ana,58,F,MG,Comercial,"R$ 2.579,16",2021-04-21,Produto A,102
547,Igor,26,M,ES,Operações,"R$ 7.796,10",2017-02-20,Produto C,150
548,Bruno,20,M,RS,TI,"R$ 11.144,62",2015-09-24,Produto A,183
549,Quésia,37,F,MG,Operações,"R$ 9.802,20",2023-06-20,Produto D,182
550,Quésia,20,F,PE,Comercial,"R$ 4.620,32",2018-11-02,Produto D,104
551,Tiago,44,F,RJ,Comercial,"R$ 10.762,98",2024-12-12,Produto D,207
552,Marcos,58,M,GO,Financeiro,"R$ 11.583,25",2022-01-04,Produto B,271
553,Eduardo,23,M,RJ,Operações,"R$ 11.621,74",2016-09-28,Produto A,107
554,Carlos,44,F,RS,RH,"R$ 11.171,57",2019-03-21,Produto D,8
555,Bruno,30,M,PE,Financeiro,"R$ 4.919,40",2016-04-24,Produto B,74
556,Marcos,62,M,RJ,TI,"R$ 7.942,18",2023-05-17,Produto A,66
557,Bruno,49,F,ES,Marketing,"R$ 11.698,00",2020-08-01,Produto B,245
558,Tiago,64,F,RJ,Operações,"R$ 9.376,42",2024-06-13,Produto A,190
559,Tiago,55,F,PE,RH,"R$ 8.915,07",2023-12-06,Produto A,289
560,Eduardo,23,M,ES,RH,"R$ 9.654,88",2024-05-22,Produto A,282
561,Carlos,39,F,MG,RH,"R$ 12.455,82",2017-01-14,Produto C,37
562,Helena,22,M,SP,Marketing,"R$ 2.619,07",2017-01-13,Produto D,119
563,Eduardo,21,M,SP,TI,"R$ 7.677,93",2022-08-25,Produto C,124
564,Daniela,37,M,RJ,RH,"R$ 3.944,39",2019-02-27,Produto D,269
565,Natália,62,M,RS,Marketing,"R$ 12.061,64",2021-05-03,Produto B,76
566,Gabriel,32,M,MG,Financeiro,"R$ 5.876,94",2015-05-19,Produto D,78
567,Igor,65,F,RJ,RH,"R$ 11.145,99",2020-02-04,Produto B,258
568,Kaique,36,F,PR,Financeiro,"R$ 12.592,39",2019-07-17,Produto D,273
569,Ricardo,63,F,ES,TI,"R$ 9.473,62",2021-11-07,Produto A,281
570,Marcos,54,M,GO,Financeiro,"R$ 5.814,34",2015-03-08,Produto D,262
571,Sofia,46,F,GO,TI,"R$ 12.182,68",2023-01-22,Produto A,278
572,Tiago,28,M,SP,Operações,"R$ 6.607,44",2019-08-13,Produto C,151
573,Marcos,24,F,PR,Operações,"R$ 7.443,20",2015-10-07,Produto D,199
574,Julia,49,F,ES,Operações,"R$ 5.010,71",2023-08-27,Produto A,129
575,Tiago,62,F,ES,Operações,"R$ 14.139,94",2019-10-26,Produto C,184
576,Bruno,35,M,PR,Comercial,"R$ 10.004,43",2017-07-30,Produto C,206
577,Kaique,31,M,SC,RH,"R$ 6.990,11",2024-04-13,Produto D,66
578,Quésia,58,M,RJ,Financeiro,"R$ 14.447,93",2017-09-01,Produto D,84
579,Fernanda,42,F,SP,RH,"R$ 12.343,22",2022-11-04,Produto B,287
580,Quésia,52,F,BA,Marketing,"R$ 7.341,11",2020-11-21,Produto A,179
581,Igor,20,F,RS,TI,"R$ 6.309,16",2019-10-30,Produto B,289
582,Ricardo,42,M,RS,Financeiro,"R$ 10.893,46",2024-10-15,Produto B,166
583,Carlos,21,M,GO,Comercial,"R$ 5.600,00",2022-10-06,Produto C,278
584,Julia,24,M,RJ,Financeiro,"R$ 5.270,53",2020-11-10,Produto C,19
585,Eduardo,61,F,PE,Marketing,"R$ 9.485,96",2016-07-13,Produto D,115
586,Fernanda,63,M,PR,RH,"R$ 9.283,50",2015-10-06,Produto B,36
587,Gabriel,50,F,BA,Operações,"R$ 5.068,81",2022-06-07,Produto D,15
588,Daniela,43,M,SC,Comercial,"R$ 9.271,30",2015-06-22,Produto B,140
589,Julia,63,M,RJ,TI,"R$ 7.196,79",2021-08-02,Produto A,233
590,Igor,21,M,SC,TI,"R$ 9.355,25",2021-04-21,Produto B,254
591,Ana,22,M,SC,Marketing,"R$ 7.022,48",2019-05-01,Produto D,245
592,Gabriel,28,F,SC,Marketing,"R$ 3.389,49",2015-06-08,Produto B,223
593,Eduardo,65,M,RJ,Operações,"R$ 7.655,29",2022-11-05,Produto A,240
594,Ana,22,M,SC,TI,"R$ 6.904,45",2024-08-09,Produto C,191
595,Fernanda,60,M,GO,TI,"R$ 13.293,34",2020-10-23,Produto C,157
596,Julia,61,M,RJ,RH,"R$ 2.564,45",2015-06-20,Produto A,222
597,Quésia,39,F,RJ,Operações,"R$ 6.373,74",2017-01-20,Produto C,221
598,Eduardo,31,F,RJ,Financeiro,"R$ 8.985,25",2018-09-05,Produto D,57
599,Carlos,59,F,BA,Comercial,"R$ 9.595,74",2022-07-20,Produto D,125
600,Kaique,47,M,GO,RH,"R$ 12.070,65",2018-07-11,Produto C,177
601,Bruno,35,M,PE,Comercial,"R$ 9.195,19",2023-06-19,Produto D,183
602,Laura,56,F,ES,RH,"R$ 2.460,57",2020-07-11,Produto B,171
603,Tiago,29,F,GO,RH,"R$ 5.281,02",2022-08-03,Produto A,152
604,Sofia,22,M,MG,RH,"R$ 11.955,65",2023-11-28,Produto A,222
605,Marcos,64,M,ES,Marketing,"R$ 14.837,48",2023-10-25,Produto D,71
606,Otávio,52,M,GO,TI,"R$ 8.999,85",2018-11-20,Produto C,294
607,Marcos,34,F,MG,Comercial,"R$ 10.108,29",2020-12-12,Produto D,216
608,Tiago,49,F,BA,Marketing,"R$ 9.422,15",2016-04-12,Produto D,28
609,Kaique,24,F,GO,TI,"R$ 14.903,16",2015-09-12,Produto A,1
610,Tiago,34,F,RS,TI,"R$ 8.445,32",2022-06-22,Produto D,158
611,Paula,48,M,PR,Marketing,"R$ 9.822,30",2019-04-04,Produto C,284
612,Bruno,43,F,SC,TI,"R$ 3.970,70",2019-01-15,Produto C,133
613,Eduardo,65,F,SC,TI,"R$ 2.637,46",2018-04-10,Produto A,110
614,Eduardo,65,F,PE,Financeiro,"R$ 13.777,05",2015-01-12,Produto C,200
615,Julia,65,M,BA,Marketing,"R$ 11.980,15",2023-08-06,Produto B,121
616,Quésia,34,F,RJ,Operações,"R$ 13.954,16",2017-10-03,Produto D,140
617,Ana,24,F,PR,Operações,"R$ 5.091,55",2017-07-02,Produto D,151
618,Fernanda,63,M,PR,Operações,"R$ 2.777,98",2019-01-13,Produto B,49
619,Laura,48,M,ES,Comercial,"R$ 10.467,11",2020-01-11,Produto B,5
620,Laura,51,M,SP,TI,"R$ 13.806,55",2023-03-22,Produto A,207
621,Tiago,46,M,GO,Financeiro,"R$ 12.025,98",2017-03-06,Produto B,68
622,Natália,30,F,PE,Marketing,"R$ 7.180,88",2022-03-19,Produto B,293
623,Marcos,45,M,PR,Marketing,"R$ 10.414,88",2020-07-29,Produto B,277
624,Eduardo,49,M,PE,Operações,"R$ 7.481,80",2019-05-24,Produto C,222
625,Paula,27,M,ES,Comercial,"R$ 11.917,94",2024-03-24,Produto B,190
626,Bruno,41,F,ES,Financeiro,"R$ 12.312,61",2019-12-15,Produto A,186
627,Gabriel,55,F,SC,Comercial,"R$ 3.375,85",2016-12-22,Produto C,97
628,Quésia,52,M,RS,Operações,"R$ 14.830,60",2021-06-13,Produto A,275
629,Tiago,62,M,RJ,Marketing,"R$ 9.352,32",2022-11-29,Produto B,275
630,Helena,19,F,RJ,RH,"R$ 2.072,14",2015-10-08,Produto D,20
631,Paula,39,M,MG,Financeiro,"R$ 14.595,67",2020-12-07,Produto A,234
632,Otávio,31,M,ES,TI,"R$ 12.743,04",2018-08-11,Produto C,131
633,Sofia,52,F,ES,Marketing,"R$ 13.880,51",2021-05-21,Produto A,233
634,Ricardo,45,M,ES,Marketing,"R$ 3.538,38",2024-01-27,Produto B,4
635,Kaique,52,F,MG,Comercial,"R$ 12.217,96",2020-09-23,Produto D,151
636,Quésia,53,F,GO,Comercial,"R$ 5.723,85",2015-12-18,Produto C,243
637,Ana,55,M,RS,Operações,"R$ 9.088,70",2016-11-30,Produto B,290
638,Ana,38,M,BA,Financeiro,"R$ 5.096,57",2024-01-20,Produto A,280
639,Daniela,36,F,RJ,Comercial,"R$ 4.400,37",2015-11-07,Produto C,125
640,Julia,18,F,MG,Financeiro,"R$ 6.258,69",2022-08-28,Produto A,47
641,Kaique,23,F,RJ,Operações,"R$ 9.014,50",2020-10-09,Produto C,227
